# Channel,Subsystem,Area,Mirror,Distance,Direction,Sensor,Fs
L1:ISI-GND_STS_ITMY_Y_DQ,ISI,BSC10,ITMY,,YAW,SEIS,512
L1:ISI-GND_STS_ITMY_Z_DQ,ISI,BSC10,ITMY,,Z,SEIS,512
L1:ISI-ITMY_ST1_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RX,SEIS,512
L1:ISI-ITMY_ST1_BLND_RX_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,RX,SEIS,2048
L1:ISI-ITMY_ST1_BLND_RX_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,RX,SEIS,512
L1:ISI-ITMY_ST1_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RY,SEIS,512
L1:ISI-ITMY_ST1_BLND_RY_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,RY,SEIS,2048
L1:ISI-ITMY_ST1_BLND_RY_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,RY,SEIS,512
L1:ISI-ITMY_ST1_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RZ,SEIS,512
L1:ISI-ITMY_ST1_BLND_RZ_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,RZ,SEIS,2048
L1:ISI-ITMY_ST1_BLND_RZ_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,RZ,SEIS,512
L1:ISI-ITMY_ST1_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,X,SEIS,512
L1:ISI-ITMY_ST1_BLND_X_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,X,SEIS,2048
L1:ISI-ITMY_ST1_BLND_X_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,X,SEIS,512
L1:ISI-ITMY_ST1_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,YAW,SEIS,512
L1:ISI-ITMY_ST1_BLND_Y_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,YAW,SEIS,2048
L1:ISI-ITMY_ST1_BLND_Y_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,YAW,SEIS,512
L1:ISI-ITMY_ST1_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,Z,SEIS,512
L1:ISI-ITMY_ST1_BLND_Z_L4C_CUR_IN1_DQ,ISI,BSC10,ITMY,,Z,SEIS,2048
L1:ISI-ITMY_ST1_BLND_Z_T240_CUR_IN1_DQ,ISI,BSC10,ITMY,,Z,SEIS,512
L1:ISI-ITMY_ST1_MASTER_H1_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST1_MASTER_H2_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST1_MASTER_H3_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST1_MASTER_V1_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST1_MASTER_V2_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST1_MASTER_V3_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RX,SEIS,512
L1:ISI-ITMY_ST2_BLND_RX_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,RX,SEIS,2048
L1:ISI-ITMY_ST2_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RY,SEIS,512
L1:ISI-ITMY_ST2_BLND_RY_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,RY,SEIS,2048
L1:ISI-ITMY_ST2_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,RZ,SEIS,512
L1:ISI-ITMY_ST2_BLND_RZ_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,RZ,SEIS,2048
L1:ISI-ITMY_ST2_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,X,SEIS,512
L1:ISI-ITMY_ST2_BLND_X_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,X,SEIS,2048
L1:ISI-ITMY_ST2_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,YAW,SEIS,512
L1:ISI-ITMY_ST2_BLND_Y_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,YAW,SEIS,2048
L1:ISI-ITMY_ST2_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC10,ITMY,,Z,SEIS,512
L1:ISI-ITMY_ST2_BLND_Z_GS13_CUR_IN1_DQ,ISI,BSC10,ITMY,,Z,SEIS,2048
L1:ISI-ITMY_ST2_MASTER_H1_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_MASTER_H2_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_MASTER_H3_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_MASTER_V1_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_MASTER_V2_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:ISI-ITMY_ST2_MASTER_V3_DRIVE_DQ,ISI,BSC10,ITMY,,,FEEDBACK,512
L1:PSL-OSC_PD_AMP_DC_OUT_DQ,PSL,HAM1,,,,,16384
L1:PSL-OSC_PD_BP_DC_OUT_DQ,PSL,HAM1,,,,,16384
L1:PSL-OSC_PD_INT_DC_OUT_DQ,PSL,HAM1,,,,,16384
L1:PSL-OSC_PD_ISO_DC_OUT_DQ,PSL,HAM1,,,,,16384
L1:PSL-PWR_NPRO_OUT_DQ,PSL,HAM1,,,,,2048
L1:PEM-EX_LOWFMIC_VEA_FLOOR_DQ,PEM,VEA,,,,MIC,256
L1:PEM-EX_MAG_VEA_FLOOR_QUAD_SUM_DQ,PEM,VEA,,,,MAG,8192
L1:PEM-EX_MAG_VEA_FLOOR_X_DQ,PEM,VEA,,,X,MAG,8192
L1:PEM-EX_MAG_VEA_FLOOR_Y_DQ,PEM,VEA,,,Y,MAG,8192
L1:PEM-EX_MAG_VEA_FLOOR_Z_DQ,PEM,VEA,,,Z,MAG,8192
L1:PEM-EX_MIC_VEA_DQ,PEM,VEA,,,,MIC,16384
L1:ALS-X_ARM_IN1_DQ,ALS,X-ARM,,,,,16384
L1:ALS-X_ARM_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_FIBR_A_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_FIBR_CTRL_OUT_DQ,ALS,X-ARM,,,,,16384
L1:ALS-X_FIBR_ERR_OUT_DQ,ALS,X-ARM,,,,,16384
L1:ALS-X_FIBR_REJECTED_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_FIBR_TRANS_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_LASER_GR_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_LASER_IR_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_PZT1_PIT_OUT_DQ,ALS,X-ARM,,,PIT,,512
L1:ALS-X_PZT1_YAW_OUT_DQ,ALS,X-ARM,,,YAW,,512
L1:ALS-X_PZT2_PIT_OUT_DQ,ALS,X-ARM,,,PIT,,512
L1:ALS-X_PZT2_YAW_OUT_DQ,ALS,X-ARM,,,YAW,,512
L1:ALS-X_QPD_A_NSUM_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_QPD_A_PIT_OUT_DQ,ALS,X-ARM,,,PIT,,2048
L1:ALS-X_QPD_A_YAW_OUT_DQ,ALS,X-ARM,,,YAW,,2048
L1:ALS-X_QPD_B_NSUM_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_QPD_B_PIT_OUT_DQ,ALS,X-ARM,,,PIT,,2048
L1:ALS-X_QPD_B_YAW_OUT_DQ,ALS,X-ARM,,,YAW,,2048
L1:ALS-X_REFL_B_LF_OUT_DQ,ALS,X-ARM,,,,,2048
L1:ALS-X_REFL_CTRL_OUT_DQ,ALS,X-ARM,,,,,16384
L1:ALS-X_REFL_ERR_OUT_DQ,ALS,X-ARM,,,,,16384
L1:ALS-X_WFS_A_DC_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_A_DC_SUM_OUT_DQ,ALS,X-ARM,,,,WFS,2048
L1:ALS-X_WFS_A_DC_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ALS-X_WFS_A_I_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_A_I_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ALS-X_WFS_A_Q_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_A_Q_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ALS-X_WFS_B_DC_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_B_DC_SUM_OUT_DQ,ALS,X-ARM,,,,WFS,2048
L1:ALS-X_WFS_B_DC_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ALS-X_WFS_B_I_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_B_I_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ALS-X_WFS_B_Q_PIT_OUT_DQ,ALS,X-ARM,,,PIT,WFS,2048
L1:ALS-X_WFS_B_Q_YAW_OUT_DQ,ALS,X-ARM,,,YAW,WFS,2048
L1:ASC-X_TR_A_NSUM_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:ASC-X_TR_A_PIT_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,PIT,,2048
L1:ASC-X_TR_A_YAW_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,YAW,,2048
L1:ASC-X_TR_B_NSUM_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:ASC-X_TR_B_PIT_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,PIT,,2048
L1:ASC-X_TR_B_YAW_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,YAW,,2048
L1:LSC-X_EXTRA_AI_1_OUT_DQ,LSC,X-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-X_EXTRA_AI_2_OUT_DQ,LSC,X-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-X_EXTRA_AI_3_OUT_DQ,LSC,X-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-X_TR_A_LF_OUT_DQ,LSC,X-ARM,"ITMX, ITMY, ETMX, ETMY",,,RF_LENGTH,2048
L1:SUS-ETMX_L1_LOCK_L_IN1_DQ,SUS,BSC9,ETMX,,LON,FEEDBACK,1024
L1:SUS-ETMX_L1_LOCK_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,FEEDBACK,1024
L1:SUS-ETMX_L1_LOCK_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,FEEDBACK,1024
L1:SUS-ETMX_L1_MASTER_OUT_LL_DQ,SUS,BSC9,ETMX,,,,1024
L1:SUS-ETMX_L1_MASTER_OUT_LR_DQ,SUS,BSC9,ETMX,,,,1024
L1:SUS-ETMX_L1_MASTER_OUT_UL_DQ,SUS,BSC9,ETMX,,,,1024
L1:SUS-ETMX_L1_MASTER_OUT_UR_DQ,SUS,BSC9,ETMX,,,,1024
L1:SUS-ETMX_L1_WIT_L_DQ,SUS,BSC9,ETMX,,LON,OSEM,1024
L1:SUS-ETMX_L1_WIT_P_DQ,SUS,BSC9,ETMX,,PIT,OSEM,1024
L1:SUS-ETMX_L1_WIT_Y_DQ,SUS,BSC9,ETMX,,YAW,OSEM,1024
L1:SUS-ETMX_L2_LOCK_L_IN1_DQ,SUS,BSC9,ETMX,,LON,FEEDBACK,2048
L1:SUS-ETMX_L2_LOCK_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,FEEDBACK,2048
L1:SUS-ETMX_L2_LOCK_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,FEEDBACK,2048
L1:SUS-ETMX_L2_MASTER_OUT_LL_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L2_MASTER_OUT_LR_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L2_MASTER_OUT_UL_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L2_MASTER_OUT_UR_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L2_WIT_L_DQ,SUS,BSC9,ETMX,,LON,OSEM,256
L1:SUS-ETMX_L2_WIT_P_DQ,SUS,BSC9,ETMX,,PIT,OSEM,256
L1:SUS-ETMX_L2_WIT_Y_DQ,SUS,BSC9,ETMX,,YAW,OSEM,256
L1:SUS-ETMX_L3_LOCK_L_IN1_DQ,SUS,BSC9,ETMX,,LON,FEEDBACK,2048
L1:SUS-ETMX_L3_LOCK_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,FEEDBACK,2048
L1:SUS-ETMX_L3_LOCK_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,FEEDBACK,2048
L1:SUS-ETMX_L3_MASTER_OUT_DC_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_L3_MASTER_OUT_LL_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L3_MASTER_OUT_LR_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L3_MASTER_OUT_UL_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L3_MASTER_OUT_UR_DQ,SUS,BSC9,ETMX,,,,2048
L1:SUS-ETMX_L3_OPLEV_PIT_OUT_DQ,SUS,BSC9,ETMX,,PIT,QPD,256
L1:SUS-ETMX_L3_OPLEV_YAW_OUT_DQ,SUS,BSC9,ETMX,,YAW,QPD,256
L1:SUS-ETMX_M0_DAMP_L_IN1_DQ,SUS,BSC9,ETMX,,LON,,256
L1:SUS-ETMX_M0_DAMP_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,,256
L1:SUS-ETMX_M0_DAMP_R_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_M0_DAMP_T_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_M0_DAMP_V_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_M0_DAMP_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,,256
L1:SUS-ETMX_M0_ISIINF_RX_OUT_DQ,SUS,BSC9,ETMX,,RX,,1024
L1:SUS-ETMX_M0_ISIINF_RY_OUT_DQ,SUS,BSC9,ETMX,,RY,,1024
L1:SUS-ETMX_M0_ISIINF_RZ_OUT_DQ,SUS,BSC9,ETMX,,RZ,,1024
L1:SUS-ETMX_M0_ISIINF_X_OUT_DQ,SUS,BSC9,ETMX,,X,,1024
L1:SUS-ETMX_M0_ISIINF_Y_OUT_DQ,SUS,BSC9,ETMX,,YAW,,1024
L1:SUS-ETMX_M0_ISIINF_Z_OUT_DQ,SUS,BSC9,ETMX,,Z,,1024
L1:SUS-ETMX_M0_ISIWIT_L_DQ,SUS,BSC9,ETMX,,LON,OSEM,1024
L1:SUS-ETMX_M0_ISIWIT_P_DQ,SUS,BSC9,ETMX,,PIT,OSEM,1024
L1:SUS-ETMX_M0_ISIWIT_R_DQ,SUS,BSC9,ETMX,,,OSEM,1024
L1:SUS-ETMX_M0_ISIWIT_T_DQ,SUS,BSC9,ETMX,,,OSEM,1024
L1:SUS-ETMX_M0_ISIWIT_V_DQ,SUS,BSC9,ETMX,,,OSEM,1024
L1:SUS-ETMX_M0_ISIWIT_Y_DQ,SUS,BSC9,ETMX,,YAW,OSEM,1024
L1:SUS-ETMX_M0_LOCK_L_IN1_DQ,SUS,BSC9,ETMX,,LON,FEEDBACK,512
L1:SUS-ETMX_M0_LOCK_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,FEEDBACK,512
L1:SUS-ETMX_M0_LOCK_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,FEEDBACK,512
L1:SUS-ETMX_M0_MASTER_OUT_F1_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_M0_MASTER_OUT_F2_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_M0_MASTER_OUT_F3_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_M0_MASTER_OUT_LF_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_M0_MASTER_OUT_RT_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_M0_MASTER_OUT_SD_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_DAMP_L_IN1_DQ,SUS,BSC9,ETMX,,LON,,256
L1:SUS-ETMX_R0_DAMP_P_IN1_DQ,SUS,BSC9,ETMX,,PIT,,256
L1:SUS-ETMX_R0_DAMP_R_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_R0_DAMP_T_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_R0_DAMP_V_IN1_DQ,SUS,BSC9,ETMX,,,,256
L1:SUS-ETMX_R0_DAMP_Y_IN1_DQ,SUS,BSC9,ETMX,,YAW,,256
L1:SUS-ETMX_R0_MASTER_OUT_F1_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_MASTER_OUT_F2_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_MASTER_OUT_F3_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_MASTER_OUT_LF_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_MASTER_OUT_RT_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-ETMX_R0_MASTER_OUT_SD_DQ,SUS,BSC9,ETMX,,,,512
L1:SUS-TMSX_M1_DAMP_L_IN1_DQ,SUS,,TMSX,,LON,,256
L1:SUS-TMSX_M1_DAMP_P_IN1_DQ,SUS,,TMSX,,PIT,,256
L1:SUS-TMSX_M1_DAMP_R_IN1_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_DAMP_T_IN1_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_DAMP_V_IN1_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_DAMP_Y_IN1_DQ,SUS,,TMSX,,YAW,,256
L1:SUS-TMSX_M1_ISIWIT_L_DQ,SUS,,TMSX,,LON,OSEM,1024
L1:SUS-TMSX_M1_ISIWIT_P_DQ,SUS,,TMSX,,PIT,OSEM,1024
L1:SUS-TMSX_M1_ISIWIT_R_DQ,SUS,,TMSX,,,OSEM,1024
L1:SUS-TMSX_M1_ISIWIT_T_DQ,SUS,,TMSX,,,OSEM,1024
L1:SUS-TMSX_M1_ISIWIT_V_DQ,SUS,,TMSX,,,OSEM,1024
L1:SUS-TMSX_M1_ISIWIT_Y_DQ,SUS,,TMSX,,YAW,OSEM,1024
L1:SUS-TMSX_M1_MASTER_OUT_F1_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_MASTER_OUT_F2_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_MASTER_OUT_F3_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_MASTER_OUT_LF_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_MASTER_OUT_RT_DQ,SUS,,TMSX,,,,256
L1:SUS-TMSX_M1_MASTER_OUT_SD_DQ,SUS,,TMSX,,,,256
L1:HPI-ETMX_BLND_IPS_HP_IN1_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_BLND_IPS_RX_IN1_DQ,HPI,BSC9,ETMX,,RX,,512
L1:HPI-ETMX_BLND_IPS_RY_IN1_DQ,HPI,BSC9,ETMX,,RY,,512
L1:HPI-ETMX_BLND_IPS_RZ_IN1_DQ,HPI,BSC9,ETMX,,RZ,,512
L1:HPI-ETMX_BLND_IPS_VP_IN1_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_BLND_IPS_X_IN1_DQ,HPI,BSC9,ETMX,,X,,512
L1:HPI-ETMX_BLND_IPS_Y_IN1_DQ,HPI,BSC9,ETMX,,YAW,,512
L1:HPI-ETMX_BLND_IPS_Z_IN1_DQ,HPI,BSC9,ETMX,,Z,,512
L1:HPI-ETMX_BLND_L4C_HP_IN1_DQ,HPI,BSC9,ETMX,,,,1024
L1:HPI-ETMX_BLND_L4C_RX_IN1_DQ,HPI,BSC9,ETMX,,RX,,1024
L1:HPI-ETMX_BLND_L4C_RY_IN1_DQ,HPI,BSC9,ETMX,,RY,,1024
L1:HPI-ETMX_BLND_L4C_RZ_IN1_DQ,HPI,BSC9,ETMX,,RZ,,1024
L1:HPI-ETMX_BLND_L4C_VP_IN1_DQ,HPI,BSC9,ETMX,,,,1024
L1:HPI-ETMX_BLND_L4C_X_IN1_DQ,HPI,BSC9,ETMX,,X,,1024
L1:HPI-ETMX_BLND_L4C_Y_IN1_DQ,HPI,BSC9,ETMX,,YAW,,1024
L1:HPI-ETMX_BLND_L4C_Z_IN1_DQ,HPI,BSC9,ETMX,,Z,,1024
L1:HPI-ETMX_MASTER_OUT_H1_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_H2_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_H3_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_H4_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_V1_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_V2_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_V3_DQ,HPI,BSC9,ETMX,,,,512
L1:HPI-ETMX_MASTER_OUT_V4_DQ,HPI,BSC9,ETMX,,,,512
L1:ISI-ETMX_ST1_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RX,SEIS,512
L1:ISI-ETMX_ST1_BLND_RX_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,RX,SEIS,2048
L1:ISI-ETMX_ST1_BLND_RX_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,RX,SEIS,512
L1:ISI-ETMX_ST1_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RY,SEIS,512
L1:ISI-ETMX_ST1_BLND_RY_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,RY,SEIS,2048
L1:ISI-ETMX_ST1_BLND_RY_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,RY,SEIS,512
L1:ISI-ETMX_ST1_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RZ,SEIS,512
L1:ISI-ETMX_ST1_BLND_RZ_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,RZ,SEIS,2048
L1:ISI-ETMX_ST1_BLND_RZ_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,RZ,SEIS,512
L1:ISI-ETMX_ST1_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,X,SEIS,512
L1:ISI-ETMX_ST1_BLND_X_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,X,SEIS,2048
L1:ISI-ETMX_ST1_BLND_X_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,X,SEIS,512
L1:ISI-ETMX_ST1_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,YAW,SEIS,512
L1:ISI-ETMX_ST1_BLND_Y_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,YAW,SEIS,2048
L1:ISI-ETMX_ST1_BLND_Y_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,YAW,SEIS,512
L1:ISI-ETMX_ST1_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,Z,SEIS,512
L1:ISI-ETMX_ST1_BLND_Z_L4C_CUR_IN1_DQ,ISI,BSC9,ETMX,,Z,SEIS,2048
L1:ISI-ETMX_ST1_BLND_Z_T240_CUR_IN1_DQ,ISI,BSC9,ETMX,,Z,SEIS,512
L1:ISI-ETMX_ST1_MASTER_H1_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST1_MASTER_H2_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST1_MASTER_H3_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST1_MASTER_V1_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST1_MASTER_V2_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST1_MASTER_V3_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST2_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RX,SEIS,512
L1:ISI-ETMX_ST2_BLND_RX_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,RX,SEIS,2048
L1:ISI-ETMX_ST2_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RY,SEIS,512
L1:ISI-ETMX_ST2_BLND_RY_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,RY,SEIS,2048
L1:ISI-ETMX_ST2_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,RZ,SEIS,512
L1:ISI-ETMX_ST2_BLND_RZ_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,RZ,SEIS,2048
L1:ISI-ETMX_ST2_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,X,SEIS,512
L1:ISI-ETMX_ST2_BLND_X_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,X,SEIS,2048
L1:ISI-ETMX_ST2_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,YAW,SEIS,512
L1:ISI-ETMX_ST2_BLND_Y_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,YAW,SEIS,2048
L1:ISI-ETMX_ST2_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC9,ETMX,,Z,SEIS,512
L1:ISI-ETMX_ST2_BLND_Z_GS13_CUR_IN1_DQ,ISI,BSC9,ETMX,,Z,SEIS,2048
L1:ISI-ETMX_ST2_MASTER_H1_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST2_MASTER_H2_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST2_MASTER_H3_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST2_MASTER_V1_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-ETMX_ST2_MASTER_V2_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
